company_id,name,industry,city,country,founded,hq,overview,emp_count
comcast,Comcast,media production,Philadelphia,United States,1963.0,"Comcast Center Philadelphia, PA 19103 United States","Comcast Corporation (Nasdaq: CMCSA) is a global media and technology company with two primary businesses, Comcast Cable and NBCUniversal. Comcast Cable is one of the nation's largest video, high-speed Internet and phone providers to residential customers under the XFINITY brand and also provides these services to businesses. NBCUniversal operates news, entertainment and sports cable networks, the NBC and Telemundo broadcast networks, television production operations, television station groups, Universal Pictures and Universal Parks and Resorts. Visit www.comcastcorporation.com for more information.",54143.0
gap-inc-,Gap Inc.,retail,San Francisco,United States,1969.0,"2 Folsom San Francisco, California 94105 United States","Doris and Don Fisher opened the first Gap store in 1969. The reason was simple. Don couldn’t find a pair of jeans that fit.
 
They never expected to transform retail. But they did.
 
Guided by humility, compassion and a strong desire to win, the Fishers grew their company thoughtfully. Customers responded.
 
Today, Gap Inc. is a leading international specialty retailer with five brands – Gap, Banana Republic, Old Navy,  Athleta and INTERMIX – almost 3,200 stores and more than 150,000 employees.
 
We’re growing globally, and just within the last few years, we opened our first stores in China and Italy. We're expanding online shopping to customers, too. Today, customers in about 90 countries can buy our products.  
 
While many things have changed since 1969, the principles on which we were founded have stayed the same: creativity, delivering results, doing what’s right and always thinking of our customers first.",48762.0
w.w.-grainger,Grainger,business supplies and equipment,Lake Forest,United States,1927.0,"100 Grainger Parkway Lake Forest, Illinois 60045 United States","With 2015 sales of $10 billion, Grainger (GWW) is North America's leading broad line supplier of maintenance, repair and operating (MRO) products, with operations in Asia, Europe and Latin America.

Grainger is a business-to-business distributor of products used to maintain, repair or operate facilities. Millions of businesses and institutions worldwide rely on Grainger for pumps, motors, hand tools, janitorial supplies, fasteners and much more. These customers represent a broad collection of industries including healthcare, manufacturing, government and hospitality. They place orders over the phone, at local branches, online and using mobile devices. More than 4,000 manufacturers supply Grainger with the 1 million products that are stocked in Grainger’s branches and distribution centers or sourced through a network of suppliers.

Visit Grainger.com to learn more.",21563.0
danaher,Danaher Corporation,electrical/electronic manufacturing,Washington,United States,1969.0,"Suite 800W Washington, DC 20037 United States","Danaher is a global science and technology innovator committed to helping our customers solve complex challenges and improve quality of life around the world. Our family of world class brands have unparalleled leadership positions in some of the most demanding and attractive industries, including life sciences, medical diagnostics, dental, environmental and industrial solutions. We are a globally diverse team of 59,000 associates united by a common culture and operating system, the Danaher Business System, which serves as our ultimate competitive advantage. We generated $16.5 billion in revenue last year. We are ranked #133 on the Fortune 500 and, during the past 20 years, our stock has outperformed the S&P 500 Index by more than 2,000 percent.",4941.0
paychex,Paychex,human resources,Rochester,United States,1971.0,"911 Panorama Trail South Rochester, NY 14625 United States","Paychex, Inc. (NASDAQ: PAYX) is a leading provider of integrated human capital management solutions for payroll, HR, retirement, and insurance services. By combining its innovative software-as-a-service technology and mobility platform with dedicated, personal service, Paychex empowers small- and medium-sized business owners to focus on the growth and management of their business. Backed by 45 years of industry expertise, Paychex serves approximately 605,000 payroll clients across more than 100 locations and pays one out of every 12 American private sector employees. ",21886.0
pultegroup,PulteGroup,construction,Atlanta,United States,1950.0,"3350 Peachtree Rd NE Atlanta, Georgia 30326 United States","PulteGroup, Inc. (NYSE: PHM), based in Atlanta, Georgia, is one of America's largest homebuilding companies with operations in approximately 50 markets throughout the country. Through its brand portfolio that includes Centex, Pulte Homes, Del Webb, DiVosta Homes and John Wieland Homes and Neighborhoods, the Company is one of the industry's most versatile homebuilders able to meet the needs of multiple buyer groups and respond to changing consumer demand. PulteGroup conducts extensive research to provide homebuyers with innovative solutions and consumer inspired homes and communities to make lives better.

For more information about PulteGroup, Inc. and PulteGroup brands, go to www.pultegroupinc.com; www.pulte.com; www.centex.com; www.delwebb.com; www.divosta.com and www.jwhomes.com.",8808.0
altria,Altria,consumer goods,Richmond,United States,1919.0,"6601 West Broad Street Richmond, Virginia 23230 United States","Altria, a Fortune 200 company, owns some of the most enduring names in American business like Philip Morris USA, manufacturer of Marlboro cigarettes; U.S. Smokeless Tobacco Company, manufacturer of Copenhagen and Skoal; John Middleton, manufacturer of Black & Mild cigars; Nu Mark, which makes MarkTen® e-vapor products; and Ste. Michelle Wine Estates, which makes Chateau Ste. Michelle.

HOW WE OPERATE:

Altria’s companies are tobacco industry leaders and have been for thirty years. Through the years, we’ve also shown our leadership in how we approach topics facing our industry.  For example, we were the only major tobacco companies to support Food & Drug Administration regulation of tobacco products.  
We know our products aren’t for everyone, so our companies take steps designed to limit the reach of their brands and marketing materials to unintended audiences.  

HOW WE'RE CHANGING:

As consumer preferences and society’s views toward tobacco change, our companies are working to provide a wider variety of tobacco products for adults.  There’s growing evidence that suggests some tobacco products are less harmful than others.  So today, we’re working to develop and market tobacco products that could be less harmful for adult tobacco consumers and talking with the FDA about them.

WHAT WE VALUE:

Our employees are the reason why we continue to succeed and provide strong shareholder returns.  That’s why we invest in programs that build their capabilities and grow leadership skills.  We also support our employees as they contribute their time and talents to improve the communities where they live and work.

We’ve invested in our communities for more than 50 years. We invest in areas that drive our business forward and address societal expectations: reducing underage tobacco use; developing a strong, diverse workforce; promoting the sustainability of our natural resources; and strengthening our communities economically and culturally.",7465.0
global-payments,Global Payments,financial services,Atlanta,United States,,"10 Glenlake Parkway NE North Tower Atlanta, GA 30328 United States","Global Payments Inc. (NYSE: GPN) is a leading worldwide provider of payment technology services that delivers innovative solutions driven by customer needs globally. Our technologies, partnerships and employee expertise enable us to provide a broad range of products and services that allow our customers to accept all payment types across a variety of distribution channels in many markets around the world.

Headquartered in Atlanta, Georgia with more than 8,500 employees worldwide, Global Payments is a member of the S&P 500 with merchants and partners in 30 countries throughout North America, Europe, the Asia-Pacific region and Brazil. For more information about Global Payments, our Service. Driven. Commerce brand and our technologies, please visit www.globalpaymentsinc.com.",4001.0
cigna,Cigna,"health, wellness and fitness",Bloomfield,United States,1792.0,"900 Cottage Grove Road Bloomfield, CT 06002 United States","Cigna is one of the world’s largest investor-owned global health service companies with international operations in 30 countries and approximately 85 million global customer relationships. With diverse product offerings, Cigna supports customers throughout all life stages – from your first steps to working years to Medicare. Through its operating subsidiaries, Cigna provides health care coverage directly to individuals and through employers, affinity partners, brokers and consultants. Other related benefits that are offered include group disability, life and accident insurance and international insurance. All products and services are provided exclusively by or through operating subsidiaries of Cigna Corporation, including Connecticut General Life Insurance Company, Cigna Health and Life Insurance Company, Life Insurance Company of North America and Cigna Life Insurance Company of New York.",37188.0
kohls-department-stores,Kohl's Department Stores,retail,,,1962.0,,"At Kohl’s, our mission is to inspire and empower families to lead fulfilled lives. And there’s no more rewarding job than that. It’s not just about selling things; it’s about letting customers know that the things that make their lives better are within their reach. 

WHO WE ARE

Kohl’s is proud of be a member of the community. And being a part of a community means we have responsibilities to fulfill. We meet these responsibilities in various ways, starting with providing investors with accurate, timely and helpful information about our company. We focus a lot of time, energy and money on giving back to our communities through our many Kohl’s Cares programs, including our Associates in Action volunteer program for youth-serving nonprofit organizations. We also believe being a responsible member of a community means protecting and conserving the environment by seeking innovative solutions that encourage long-term stability.

Responsibility to our investors, communities and environment—it’s all a part of what makes us Kohl’s.",63632.0
microsoft,Microsoft,computer software,Redmond,United States,1975.0,"1 Microsoft Way Redmond, WA 98052 United States","At Microsoft, our mission is to empower every person and every organization on the planet to achieve more. Our mission is grounded in both the world in which we live and the future we strive to create. Today, we live in a mobile-first, cloud-first world, and the transformation we are driving across our businesses is designed to enable Microsoft and our customers to thrive in this world. 

We do business in 170 countries and are made up of 114,000 passionate employees dedicated to fulfilling our mission of helping you and your organization achieve more.
",302297.0
thermo-fisher-scientific,Thermo Fisher Scientific,research,Waltham,United States,,"168 Third Avenue Waltham, MA United States","Thermo Fisher Scientific Inc. (NYSE: TMO) is the world leader in serving science, with revenues of $17 billion and approximately 50,000 employees in 50 countries. Our mission is to enable our customers to make the world healthier, cleaner and safer. We help our customers accelerate life sciences research, solve complex analytical challenges, improve patient diagnostics and increase laboratory productivity. Through our premier brands – Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services – we offer an unmatched combination of innovative technologies, purchasing convenience and comprehensive support. For more information, please visit www.thermofisher.com.",41793.0
resmed,ResMed,medical devices,San Diego,United States,,"9001 Spectrum Center Blvd. San Diego, CA 92123 United States","We change lives with award-winning medical devices and cutting-edge cloud-based software applications that better diagnose, treat and manage sleep apnea, chronic obstructive pulmonary disease (COPD) and other chronic diseases. ResMed is a global leader in connected care, with more than 2 million patients remotely monitored every day. Our 5,000-strong team is committed to creating the world’s best tech-driven medical device company – improving quality of life, reducing the impact of chronic disease, and saving healthcare costs in more than 100 countries.",4150.0
colgate-palmolive,Colgate-Palmolive,consumer goods,,,1806.0,,"Every day, millions of consumers around the world trust our products to care for themselves and the ones they love. 

Colgate-Palmolive is a global company serving people in over 200 countries and territories with consumer products that make their lives healthier and more enjoyable. Colgate manufactures and markets oral care, personal care, home care and pet nutrition products under such internationally recognized brand names as Colgate, Palmolive, Speed Stick, Lady Speed Stick, Softsoap, Irish Spring, Protex, Sorriso, Kolynos, elmex, Tom’s of Maine, Sanex, Ajax, Axion, Fabuloso, Soupline and Suavitel, as well as Hill’s Science Diet, Hill’s Prescription Diet and Hill’s Ideal Balance.

Follow @CP_News on Twitter for news about Colgate-Palmolive: 
https://twitter.com/CP_News

For information about joining our team, visit https://jobs.colgate.com/ and stay connected at:

http://facebook.com/ColgatePalmoliveJobs
https://twitter.com/ColgateCareers",39632.0
fastenal,Fastenal Company,wholesale,Winona,United States,1967.0,"2001 Theurer Blvd Winona, MN 55987 United States","Since 1967, Fastenal has grown from a single store to nearly 2,600 locations, each providing tailored local inventory and personal service for our customers. As we've expanded across the world, we've retained a core belief in people and their ability to accomplish remarkable things - if given the opportunity. From this philosophy stems an entrepreneurial culture that challenges every employee to run their own business, create their own success, and rise up to become company leaders. 

Fastenal Company founder Bob Kierlin put the company's basic principles into words that would communicate our goal to new personnel. His beliefs were centered around four words: Growth Through Customer Service.

Backed by our global sourcing, quality, and logistics operations, each store is a local, one-stop source for a spectrum of OEM, MRO and Construction supplies. 

Working within our decentralized environment, store personnel take a flexible approach to support local customers – sourcing products, making emergency deliveries, managing a lean flow of inventory to points of use, and leveraging our services, solutions and specialists to drive continual business improvements.

Local product and local people: these are the cornerstones of our value proposition.  So when you hear us talk about our thousands of stores, remember that we're not talking about how big we are; we're talking about how local we are.  And that's what Fastenal is all about – using our corporate resources to be the best local supplier in every market we serve.

Fastenal is dedicated to Employment Equity
Equal Opportunity Employer–Minorities/Females/Veterans/Disabled/Sexual Orientation/Gender Identity",20498.0
agilent-technologies,Agilent Technologies,biotechnology,Santa Clara,United States,1999.0,"5301 Stevens Creek Boulevard Santa Clara, CA 95051 United States","Analytical scientists and clinical researchers worldwide rely on Agilent to help fulfill their most complex laboratory demands. Our instruments, software, services and consumables address the full range of scientific and laboratory management needs—so our customers can do what they do best: improve the world around us.

Whether a laboratory is engaged in environmental testing, academic research, medical diagnostics, pharmaceuticals, petrochemicals or food testing, Agilent provides laboratory solutions to meet their full spectrum of needs. We work closely with customers to help address global trends that impact human health and the environment, and to anticipate future scientific needs. Our solutions improve the efficiency of the entire laboratory, from sample prep to data interpretation and management.

Customers trust Agilent for solutions that enable insights...for a better world.",36131.0
twitter,Twitter,internet,San Francisco,United States,2006.0,"1355 Market St Suite 900 San Francisco, CA 94103 United States","Twitter is a global platform for public self-expression and conversation in real time. By developing a fundamentally new way for people to consume, create, distribute and discover content, Twitter enables any voice to echo around the world instantly and unfiltered. The service can be accessed at Twitter.com, on a variety of mobile devices, and via SMS. Available in more than 35 languages, Twitter has 316 million monthly active users. For more information, visit about.twitter.com or follow @twitter. 

U.S. offices
Atlanta, Boston, Boulder, Chicago, Cincinnati, Detroit, Los Angeles, Miami, New York, San Francisco (Headquarters), Seattle, Sunnyvale, Washington. D.C.

International offices
Amsterdam, Bangalore, Berlin, Bogota, Brussels, Cologne, Dubai, Dublin, Hamburg, Hong Kong, Jakarta, London, Madrid, Melbourne, Mexico City, Milan, Mumbai, New Delhi, Osaka, Paris, Rio de Janeiro, São Paulo, Singapore, Sydney, Seoul, Tokyo, Toronto, Vancouver",8382.0
zoetis,Zoetis Inc.,pharmaceuticals,,,2013.0,,"Zoetis is a global animal health company dedicated to supporting customers and their businesses in ever better ways. Building on 60 years of experience, we deliver quality medicines and vaccines, complemented by diagnostics products and genetics tests and supported by a range of services. We are working every day to better understand and address the real-world challenges faced by those who raise and care for animals.

Our name, Zoetis (zō-EH-tis), has its root in zo, familiar in words such as zoo and zoology and derived from zoetic, meaning “pertaining to life.” It signals our company’s dedication to supporting the veterinarians and livestock producers everywhere who raise and care for the farm and companion animals on which we all depend.",7454.0
cardinal-health,Cardinal Health,hospital & health care,Dublin,United States,1971.0,"7000 Cardinal Place Dublin, OH 43017 United States","Cardinal Health, Inc. (NYSE: CAH), is a global integrated healthcare services and products company, providing customized solutions for hospital systems, pharmacies, ambulatory surgery centers, clinical laboratories and physician offices worldwide. The company provides clinically-proven medical products and pharmaceuticals and cost-effective solutions that enhance supply chain efficiency. Cardinal Health connects patients, providers, payers, pharmacists and manufacturers for integrated care coordination and better patient management. Backed by nearly 100 years of experience, with more than 37,000 employees in nearly 60 countries, Cardinal Health ranks among the top 25 on the Fortune 500. For more information, visit cardinalhealth.com, follow @CardinalHealth on Twitter.",36040.0
wynn-las-vegas,Wynn Las Vegas,hospitality,,,,,"Wynn Las Vegas, a luxury hotel and destination casino resort located on the Las Vegas Strip features 2,716 luxurious guest rooms and suites, an approximately 111,000 square foot casino, 15 restaurants, a nightclub, spa and salon, an on-site 18-hole golf course, approximately 223,000 square feet of meeting space, an on-site Ferrari and Maserati dealership, and approximately 74,000 square feet of retail space. 

Encore, an expansion of Wynn Las Vegas, opened on December 22, 2008. Encore is located immediately adjacent to Wynn Las Vegas and features a 2,034 all-suite hotel, approximately 72,000 square foot casino, 6 restaurants, 2 night clubs, a spa and salon, approximately 60,000 square feet of meeting space and approximately 27,000 square feet of upscale retail outlets.",5055.0
ball,Ball Corporation,packaging and containers,Broomfield,United States,1880.0,"10 Longs Peak Drive Broomfield, CO 80021 United States","Ball Corporation supplies innovative, sustainable packaging solutions for beverage, food and household products customers, as well as aerospace and other technologies and services primarily for the U.S. government. Ball Corporation and its subsidiaries employ more than 18,700 people in more than 30 countries and reported pro forma 2015 net sales of $11.0 billion. Ball Corporation stock is traded on the New York Stock Exchange under the ticker symbol BLL. For more information, visit www.ball.com.",4421.0
dish-network,Dish Network,telecommunications,Englewood,United States,1980.0,"9601 S. Meridian Blvd Englewood, CO United States","DISH Network wants to recreate the landscape of information and entertainment to become the sole provider of voice, video and data. We possess the integrity to set high goals and the commitment to achieve the results. We believe pride is a personal commitment, to do your best in everything you do. We explore the uncharted course, we make mistakes and we learn from them. We are willing to take risks and have the confidence to overcome obstacles along the way. Our goal is clear even if the path isn't. There is no substitute for winning. We possess the discipline and the competitive spirit to make winning a reality. To view this page's Terms of Service, please visit http://www.dish.com/careers/legal/socialmediatos/.",18887.0
pnc-bank,PNC,financial services,,,,,"For over 150 years, PNC has grown into one of America's most respected banks, because we're committed to helping customers and employees reach their goals. You can depend on PNC to provide the training you need, along with an inclusive culture that recognizes your talent, values diversity and cares about social responsibility. Working with us means having an opportunity you can feel good about, with a Fortune 200 company that's been selected as a 'Great Place To Work'​ by Gallup.",65235.0
teleflex,Teleflex Incorporated,medical devices,Wayne,United States,1943.0,"550 E. Swedesford Road Suite 400 Wayne, PA 19087 United States","Teleflex is a leading global provider of specialty medical devices for a range of procedures in critical care and surgery. Our mission is to provide solutions that enable healthcare providers to improve outcomes and enhance patient and provider safety. Headquartered in Wayne, PA, Teleflex employs approximately 12,000 people worldwide and serves healthcare providers in more than 150 countries.",6694.0
seagate-technology,Seagate Technology,computer hardware,Cupertino,United States,1979.0,"10200 S. De Anza Blvd Cupertino, CA 95014 United States","Creating space for the human experience.

Seagate is the global leader in data storage solutions, developing amazing products that enable people and businesses around the world to create, share and preserve their most critical memories and business data.

Over the years the amount of information stored has grown from megabytes all the way to geopbytes, confirming the need to successfully store and access huge amounts of data. As demand for storage technology grows the need for greater efficiency and more advanced capabilities continues to evolve.

Today data storage is more than just archiving; it’s about providing ways to analyze information, understand patterns and behavior, to re-live experiences and memories. It’s about harnessing stored information for growth and innovation. Seagate is building on its heritage of storage leadership to solve the challenge of getting more out of the living information that’s produced everyday. What began with one storage innovation has morphed into many systems and solutions becoming faster, more reliable and expansive. No longer is it just about storing information; it is about accessing and interpreting information quickly, accurately and securely.


Seagate employs more than 50,000 people around the world. Be empowered to succeed in a work environment where your talent, skills and ideas are recognized and encouraged — and supported by the resources and worldwide reach to achieve your goals.",23879.0
the-hartford,The Hartford,financial services,Hartford,United States,1810.0,"One Hartford Plaza Hartford, CT 06155 United States","With more than 200 years of expertise, The Hartford is a leader in property and casualty insurance, group benefits and mutual funds. The company is widely recognized for its service excellence, sustainability practices, trust and integrity. More information on the company and its financial performance is available at www.thehartford.com.

Learn more about recognition The Hartford and its employees have received: http://newsroom.thehartford.com/content/default.aspx?NewsAreaId=20",31904.0
phillips66co,Phillips 66,oil & energy,,,,,"SAFETY. HONOR. COMMITMENT. 

We are Phillips 66, and we manufacture energy products you use every day. We refine and market
petroleum products, such as gasoline, diesel, jet fuel and lubricants; gather and process natural gas and
natural gas liquids (NGL) for powering businesses, heating homes, cooking and electricity; and
manufacture petrochemicals, polymers and plastics found in cars, electronics, and other everyday
goods. Through financial strength and safe, reliable operations, we are delivering on a business strategy
to enhance returns, grow the company, increase distributions to shareholders and build a highperforming
team.

We are Phillips 66, and with our partners and suppliers, we create jobs. We have 14,000 colleagues in
America and around the world. Together we’re building a company founded on safety, honor and
commitment.

SAFETY.  We protect each other, our environment, and our communities. 
HONOR.  We stand behind our word, and you can count on us to do the right thing, always. 
COMMITMENT.  We are inspired to achieve the highest levels of performance in everything we do.",8814.0
avalonbay-communities,AvalonBay Communities,real estate,Arlington,United States,,"671 N Glebe Rd Suite 800 Arlington, VA 22203 United States","AvalonBay Communities, Inc. – a trusted name in multifamily housing – is an equity REIT committed to creating a better way to live and providing career opportunities to its more than 3,000 associates.   AvalonBay develops, redevelops, acquires and manages apartment communities in the leading metropolitan areas in 10 states and the District of Columbia.  More information may be found on the Company’s website at www.avalonbay.com.",3069.0
blackrock,BlackRock,financial services,,,1988.0,,"BlackRock's business is investing on behalf of our clients, from large institutions to parents and grandparents, doctors and teachers who entrust their savings to us. We work only for our clients—period. Our promise is to offer them the clearest thinking about what to do with their money and the products and services they need to secure a better financial future.

That's why investors of all kinds have made us the world’s largest asset manager, entrusting us with trillions of dollars, and it’s why companies, institutions and global governments come to us for help meeting their biggest financial challenges.

Important disclosures: http://www.blackrock.com/corporate/en-us/compliance/social-media-guidelines",25856.0
keybank,KeyBank,banking,,,1849.0,,"At KeyBank, we’ve made a promise to our clients that they will always have a champion in us. To deliver on our promise, we’re committed to building a team of engaged employees who do the right thing for our clients and shareholders each and every day. 

Headquartered in Cleveland, Ohio, KeyCorp is one of the nation’s largest financial services companies, with assets of approximately $93.8 billion. 

Key companies provide investment management, retail and commercial banking, consumer finance, and investment banking products to individuals and companies throughout the United States, and, for certain businesses, internationally. 

Follow along for business and industry insights, expert advice and more resources to help you reach your financial goals.

KeyCorp is an Equal Opportunity and Affirmative Action Employer committed to engaging a diverse workforce and sustaining an inclusive culture. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.",22618.0
allergan,Allergan,pharmaceuticals,Dublin,Ireland,,"Allergan plc Dublin, Coolock D17 E400 Ireland","Allergan plc (NYSE: AGN), is a bold, global pharmaceutical company. Allergan is focused on developing, manufacturing and commercializing branded pharmaceuticals, devices and biologic products for patients around the world.

Allergan markets a portfolio of leading brands and best-in-class products for the central nervous system, eye care, medical aesthetics and dermatology, gastroenterology, women’s health, urology and anti-infective therapeutic categories.

Allergan is an industry leader in Open Science, the Company’s R&D model, which defines our approach to identifying and developing game-changing ideas and innovation for better patient care. This approach has led to Allergan building one of the broadest development pipelines in the pharmaceutical industry with 70+ mid-to-late stage pipeline programs in development. 

Our Company’s success is powered by our more than 16,000 global colleagues’ commitment to being Bold for Life. Together, we build bridges, power ideas, act fast and drive results for our customers and patients around the world by always doing what is right.

With commercial operations in approximately 100 countries, Allergan is committed to working with physicians, healthcare providers and patients to deliver innovative and meaningful treatments that help people around the world live longer, healthier lives every day.

For more information, visit Allergan’s website at www.Allergan.com.",22518.0
atmos-energy,Atmos Energy,utilities,,,1906.0,,"Atmos Energy Corporation, headquartered in Dallas, is one of the country's largest natural-gas-only distributors, serving over three million natural gas distribution customers in over 1,400 communities in eight states from the Blue Ridge Mountains in the East to the Rocky Mountains in the West.

Atmos Energy manages company-owned natural gas pipeline and storage assets, including one of the largest intrastate natural gas pipeline systems in Texas and also provides natural gas marketing and procurement services to industrial, commercial and municipal customers primarily in the Midwest and Southeast. For more information, visit www.atmosenergy.com.",2596.0
accenture,Accenture,information technology and services,Dublin 2,Ireland,1989.0,"Grand Canal Harbour Dublin 2, Ireland","Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions – underpinned by the world’s largest delivery network – Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With approximately 384,000 people serving clients in more than 120 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.",480235.0
american-electric-power,American Electric Power,utilities,Columbus,United States,1906.0,"1 Riverside Plaza Columbus, OH 43215 United States","American Electric Power is one of the largest electric utilities in the United States, delivering electricity and custom energy solutions to nearly 5.4 million customers in 11 states. AEP owns the nation’s largest electricity transmission system, a more than 40,000-mile network that includes more 765-kilovolt extra-high voltage transmission lines than all other U.S. transmission systems combined. AEP also operates 224,000 miles of distribution lines. AEP ranks among the nation’s largest generators of electricity, owning approximately 26,000 megawatts of generating capacity in the U.S. AEP supplies 3,200 megawatts of renewable energy to customers. 

AEP’s utility units operate as AEP Ohio, AEP Texas, Appalachian Power (in Virginia and West Virginia), AEP Appalachian Power (in Tennessee), Indiana Michigan Power, Kentucky Power, Public Service Company of Oklahoma, and Southwestern Electric Power Company (in Arkansas, Louisiana and east Texas). AEP’s headquarters are in Columbus, Ohio.",10719.0
align-technology,Align Technology,medical devices,San Jose,United States,1997.0,"2560 Orchard Parkway San Jose, CA 95131 United States","Align Technology is a global medical device company with industry-leading innovative products -- Invisalign clear aligners and iTero Intraoral scanners -- that help dental professionals achieve the clinical results they expect and deliver effective, cutting-edge dental options to their patients.

Invisalign System
Invisalign clear aligners have been used to straighten teeth and treat minor to complex malocclusion for more than 4 million patients worldwide. The Invisalign system is a combination of proprietary virtual modeling software and rapid mass-manufacturing processes used to develop a treatment plan and with custom-made aligners for each patient.  Invisalign is prescribed to patients through Invisalign-trained Orthodontists and General Practitioner Dentists (GP) and is offered in over 90 countries. Learn more at www.invisalign.com

iTero Intraoral Scanner
The iTero scanner’s parallel confocal imaging technology uses optical and laser scanning to achieve a high level of precision and accuracy resulting in an accurate 3D digital impression image of the patients dentition. The 3D digital model file can be used for various procedures and services including milling of physical dental models for use by labs to create restorative units such as veneers, inlays, onlays, crowns, bridges, implant abutments, and implant crowns, Invisalign digital impression submission, digital records storage, or orthodontic diagnosis. Learn more at www.itero.com",2991.0
iff,International Flavors & Fragrances,chemicals,New York,United States,1833.0,"521 West 57th Street  New York, New York 10019 United States","We are IFF.

We are the catalyst for discoveries that spark the senses and transform the everyday.

International Flavors & Fragrances Inc. is a leading innovator of sensorial experiences that move the world. At the heart of our company, we are fueled by a sense of discovery, constantly asking “what if?” That passion for exploration drives us to co-create unique scents and tastes in fine fragrances and beauty, detergents and household goods, as well as beloved foods and beverages. Our 6,700 team members globally take advantage of leading consumer insights, research and development, creative expertise, and customer intimacy to develop differentiated products. 

To learn more visit us at http://www.iff.com",8720.0
at&t,AT&T,telecommunications,Dallas,United States,1876.0,"208 S. Akard Street Dallas, TX 75202 United States","We understand that our customers want an easier, less complicated life.  
 
We’re using our network, labs, products, services and people to create a world where everything works together seamlessly, and life is better as a result.  How will we continue to drive for this excellence in innovation?
 
With you.
 
Our people, and their passion to succeed, are at the heart of what we do. Today, we’re poised to connect millions of people with their world, delivering the human benefits of technology in ways that defy the imaginable.
 
What are you dreaming of doing with your career?
  
Find stories about our talent, career advice, opportunities, company news, and innovations here on LinkedIn.
 
To learn more about joining AT&T, visit: http://www.att.jobs
 
To explore AT&T Labs, Foundry, and more, visit: https://www.linkedin.com/company/at&tinnovation
 
To follow AT&T Small Business community, visit: https://bizcircle.att.com",321692.0
xylem-inc-,Xylem Inc.,mechanical or industrial engineering,Rye Brook,United States,,"1 International Drive Rye Brook, New York 10573 United States","Xylem (XYL) is a leading global water technology provider, enabling customers to transport, treat, test and efficiently use water in public utility, residential and commercial building services, industrial and agricultural settings. The company does business in more than 150 countries through a number of market-leading product brands, and its people bring broad applications expertise with a strong focus on finding local solutions to the world’s most challenging water and wastewater problems. Xylem is headquartered in Rye Brook, New York, with 2014 revenues of $3.9 billion and approximately 12,500 employees worldwide. Xylem was named to the Dow Jones Sustainability Index for the last three years for advancing sustainable business practices and solutions worldwide.

The name Xylem is derived from classical Greek and is the tissue that transports water in plants, highlighting the engineering efficiency of our water-centric business by linking it with the best water transportation of all -- that which occurs in nature. For more information, please visit us at www.xylem.com.",4123.0
cvs-health,CVS Health,hospital & health care,Woonsocket,United States,1963.0,"1 CVS Drive Woonsocket, RI 02895 United States","Millions of times a day, close to home and across the country, we’re helping people on their path to better health. 

We’re reinventing pharmacy to have a more active, supportive role in each person’s unique health experience and in the greater health care environment—from advising on prescriptions to helping manage chronic and specialty conditions to providing quality walk-in medical care and pharmacy benefits management. 

Because we’re present in so many moments, in ways that are more affordable and effective, we’re able to positively influence health behavior and shape the future of health care for people, businesses and communities. 

Health is everything.

Through our more than 9,600 retail pharmacies, over 1,100 walk-in medical clinics, 75 million pharmacy benefit manager plan members, and expanding specialty pharmacy services, we enable people, businesses and communities to manage health in more affordable, effective ways. This unique integrated model increases access to quality care, delivers better health outcomes, and lowers overall health care costs. We leverage our unique combination to help payors control costs, improve patient access, and promote better health outcomes in a way that no other company can.

Please note: We reserve the right to delete any posts that contain personal health information (PHI), personally identifiable information (PII), Sensitive Personal Information (SPI)  or are approaching HIPAA violations. We reserve the right to remove comments that are discriminatory, harassing, bullying, threatening, defamatory, or unlawful.",79633.0
sherwin-williams,Sherwin-Williams,chemicals,Cleveland,United States,,"101 Prospect Avenue N.E. Cleveland, OH 44101 United States","The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paints, coatings, and related products to professional, industrial, commercial, and retail customers in North and South America, Europe, and Asia. It operates in three segments: Paint Stores, Consumer, and Global. The Paint Stores segment sells paint, coatings, and related products to end-use customers. This segment markets and sells Sherwin-Williams branded architectural paints and coatings, industrial and marine products, and original equipment manufacturer product finishes and related items.",24192.0
apache-corporation,Apache Corporation,oil & energy,Houston,United States,1954.0,"2000 Post Oak Boulevard, Suite 100 Houston, Texas 77056-4400 United States","Apache Corporation is an independent energy company that explores for, develops and produces natural gas, crude oil and natural gas liquids. Our mission is to grow a profitable company for the long-term benefit of our shareholders by building a portfolio of core areas which provide long-term growth opportunities.",7295.0
